"","shortnam","euro1900","avexpr","logpgp95","cons1","democ00a","cons00a","extmort4","logem4","loghjypl","baseco"
"335","SWZ",0,NA,8.10772037506104,2,0,1,NA,NA,-1.80788886547089,NA
"336","SYC",0,NA,NA,NA,NA,NA,NA,NA,-1.53711724281311,NA
"337","SYR",0,5.81818199157715,8.02943325042725,NA,NA,NA,NA,NA,-0.825536370277405,NA
"338","TCD",0,NA,6.8351845741272,1,0,1,280,5.63478946685791,-3.44201922416687,NA
"339","TGO",0,6.90909099578857,7.2225661277771,3,0,1,668,6.50428819656372,-3.21887588500977,1
"340","THA",0,7.63636350631714,8.77493095397949,NA,NA,NA,140,4.94164228439331,-1.85150945186615,NA
"341","TJK",NA,NA,6.8875527381897,NA,NA,NA,NA,NA,NA,NA
"342","TKM",NA,NA,7.64012336730957,NA,NA,NA,NA,NA,NA,NA
"343","TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","TOG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","TON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","TTO",40,7.45454549789429,8.76873016357422,7,0,1,85,4.44265127182007,-0.697155237197876,1
"347","TUN",3,6.45454549789429,8.4826021194458,1,0,1,63,4.14313459396362,-1.52785789966583,1
"348","TUR",0,7.45454549789429,8.64117908477783,NA,NA,NA,NA,NA,-1.52326023578644,NA
"349","TWN",0,9.22727298736572,NA,NA,NA,NA,NA,NA,-0.809680998325348,NA
"350","TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","TZA",0,6.63636350631714,6.25382900238037,3,0,1,145,5.63478946685791,-3.44201922416687,1
"352","UGA",0,4.45454549789429,6.96602439880371,7,0,1,280,5.63478946685791,-3.44201922416687,1
"353","UKR",100,NA,7.81197357177734,NA,NA,NA,NA,NA,NA,NA
"354","URY",60.0000038146973,7,9.03121376037598,1,1,1,71,4.26268005371094,-1.07880961894989,1
"355","USA",87.5,10,10.2157402038574,7,10,7,15,2.70805025100708,0,1
"356","UZB",NA,NA,7.80791664123535,NA,NA,NA,NA,NA,NA,NA
"357","VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","VCT",10,NA,8.31874179840088,NA,NA,NA,85,NA,NA,NA
"359","VEN",20,7.13636350631714,9.07107830047607,1,1,3,78.0999984741211,4.35799026489258,-0.703197479248047,1
"360","VIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","VNM",0,6.40909099578857,7.27931880950928,1,0,1,140,4.94164228439331,NA,1
"362","VT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","VUT",NA,NA,8.14031600952148,NA,NA,NA,NA,NA,NA,NA
"364","WBG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","WSH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","WSM",NA,NA,7.86710548400879,NA,NA,NA,NA,NA,NA,NA
"368","YEM",0,6.36363649368286,6.64639043807983,NA,NA,NA,NA,NA,-1.55116903781891,NA
"369","YUG",100,6.31818199157715,NA,NA,NA,NA,NA,NA,NA,NA
"370","YUG",100,6.31818199157715,NA,NA,NA,NA,NA,NA,-1.20397281646729,NA
"371","ZAF",22,6.86363649368286,8.88599395751953,3,3,3,15.5,2.74083995819092,-1.3862943649292,1
"372","ZAR",8,3.5,6.86693334579468,1,0,1,240,5.48063898086548,-3.41124773025513,1
"373","ZMB",3,6.63636350631714,6.8134446144104,3,0,1,NA,NA,-2.97592973709106,NA
"374","ZWE",7.19999980926514,6,7.69621276855469,7,0,1,NA,NA,-2.73336815834045,NA
"375","ZWE",7.19999980926514,NA,NA,7,0,1,NA,NA,NA,NA
"376","notIndonesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
